v1,v2
spam,"This is the 2nd time we have tried to contact u. U have won the ??400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
ham,He's just gonna worry for nothing. And he won't give you money its no use.
ham,Did you get any gift? This year i didnt get anything. So bad
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
ham,", ow u dey.i paid 60,400thousad.i told  u would call . "
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
ham,I'm reaching home in 5 min.
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
ham,Discussed with your mother ah?
spam,Earn Thousands From Home ??V Start Today!
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty"
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
ham,In which place i can get rooms cheap:-)
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
ham,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\"""""
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at ??350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
ham,University of southern california.
ham,We have to pick rayan macleran there.
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
ham,Well. Balls. Time to make calls
ham,Wat time ?_ wan today?
ham, &lt;#&gt;  in mca. But not conform.
ham,Oh ok.. Wat's ur email?
spam,"Yes, princess. Are you going to make me moan?"
ham,Lol its ok I didn't remember til last nite
ham,"[??_] anyway, many good evenings to u! s"
ham,"Cool, I'll text you in a few"
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
ham,I'm very happy for you babe ! Woo hoo party on dude!
ham,I am taking you for italian food. How about a pretty dress with no panties? :)
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
spam,YOU ARE CHOSEN TO RECEIVE A ??350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,How are you holding up?
ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... 
ham,Hope you are not scared!
spam,Urgent: Your account has been temporarily suspended!
ham,I'm at home n ready...
ham,What time do u get out?
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours
ham,"Yes, my reg is  Ciao!"
ham,If You mean the website. Yes.
spam,Win a ??1000 cash prize or a prize worth ??5000
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182"
ham,Lol or I could just starve and lose a pound by the end of the day.
ham,Yeah that's the impression I got
ham,Ok ok take care. I can understand.
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
ham,"Ya ok, then had dinner?"
ham,I was slept that time.you there?
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
ham,Noice. Text me when you're here
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
spam,Moby Pub Quiz.Win a ??100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP ??1.50 008704050406 SP
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only ??1.50/week. SavaMob - offers mobile!"
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
ham,Hi dear we saw dear. We both are happy. Where you my battery is low
ham,How are you. Its been ages. How's abj
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
ham,Dont kick coco when he's down
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 "
spam,TBS/PERSOLVO. been chasing us since Sept for??38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
ham,Hope you??re not having too much fun without me!! see u tomorrow love jess x
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
ham,I've reached home n i bathe liao... U can call me now...
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
ham,Was the actual exam harder than NBME
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
ham,Gam gone after outstanding innings.
ham,O i played smash bros  &lt;#&gt;  religiously.
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
ham,Hurry home. Soup is DONE!
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
ham,Lemme know when you're here
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
ham,He needs to stop going to bed and make with the fucking dealing
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
ham,I remain unconvinced that this isn't an elaborate test of my willpower
ham,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng"""
ham,how are you? I miss you!
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
ham,"Hey , is * rite u put ??10 evey mnth is that all?"
ham,i am going to bed now prin
ham,I think just yourself ??_Thanks and see you tomo
ham,If u dun drive then how i go 2 sch.
ham,I not at home now lei...
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@??1.50rcvd
ham,Do u hav any frnd by name ashwini in ur college?
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
ham,K then 2marrow are you coming to class.
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,Pls send me your address sir.
spam,I want to lick your pussy now...
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
ham,"I'll see, but prolly yeah"
ham,Thought we could go out for dinner. I'll treat you! Seem ok?
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
ham,"Sure thing big man. i have hockey elections at 6, shouldn???t go on longer than an hour though"
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
ham,Yunny... I'm goin to be late
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
ham,"Cool, want me to go to kappa or should I meet you outside mu"
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
ham,May b approve panalam...but it should have more posts..
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
spam,Your Free $50 Visa Gift Card Is Waiting!
spam,Don????t miss your chance to win $1000 in cash!
ham,Me i'm not workin. Once i get job...
ham,And by when you're done I mean now
ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
ham,Is it your yahoo boys that bring in the perf? Or legal.
ham,No need to say anything to me. I know i am an outsider
ham,have you ever had one foot before?
ham,Just got to  &lt;#&gt;
ham,"Good! No, don???t need any receipts???well done! (??_) Yes, please tell . What???s her number, i could ring her"
ham,Leave it wif me lar... ?? wan to carry meh so heavy... Is da num 98321561 familiar to ?_?
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
ham,Infact happy new year. How are you where are you when are we seeing
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
ham,That's a shame! Maybe cld meet for few hrs tomo?
ham,Lol I would but despite these cramps I like being a girl.
ham,I can??t wait for cornwall. Hope tonight isn??t too bad as well but it??s rock night shite. Anyway i??m going for a kip now have a good night. Speak to you soon.
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
ham,?? comin to fetch us oredi...
ham,What's nannys address?
ham,Haf u eaten? Wat time u wan me 2 come?
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
